user_id,eval_set,last_product_ids
197464,train,"24852, 37687, 46906, 8424, 6361, 25890, 8193, 7500, 28985, 28553, 39475, 25659, 21137, 4799, 9076"
69049,test,"38689, 24852, 45493, 29236"
143149,train,"36412, 33290, 22035, 34525, 5240, 21955, 1025"
19060,test,"5451, 46979, 21938, 35951, 22935, 47209, 11536, 19895"
99713,train,"9996, 23341, 9020, 5818, 24852, 21781, 10504"
106782,train,"13733, 260, 12614, 47788, 27845, 16759, 5479"
158741,train,"16759, 11504, 34126, 41950, 42315, 21938, 26209, 22935, 12748, 31717, 19296, 13176, 39475, 27966, 24964"
33843,test,"24730, 34943, 43465, 42701, 45948, 14376, 13128"
96932,train,"37147, 10753, 7283, 17847, 35921, 45007, 8518, 47734, 20794, 34137, 45311, 4799, 45447, 24830, 30489, 10814, 24184, 44014, 27363, 8006, 23803, 42585"
44838,test,"37971, 5621, 18963, 45223, 26317, 37355, 5876, 43768"
128907,train,"24561, 44632, 45504"
80484,train,"15929, 15354, 25745, 40218, 49054, 24852, 39437, 30425, 39170, 24235, 6016, 47673, 3389, 2481, 12451, 7326, 28221, 45372"
14356,train,"32655, 13176, 34126, 5684, 30391, 10621, 40351, 7251, 28601, 8174, 18465, 47209, 8277, 39877, 9803, 19250, 18670, 21057, 27521, 44359, 5646, 19240, 9839, 8654, 7500, 17760, 18901, 38838, 46667, 26292, 46900, 37630, 7387"
146548,train,"45364, 32139, 24184, 27104, 47766, 48190, 12896, 42615, 23375, 9934"
36653,train,"45504, 13176, 21903, 35628, 27966, 8174, 11520, 17600, 26369, 41787, 25837, 45007, 33000, 44514, 23765, 8518, 38890, 8424, 31553, 31506, 28204, 37067, 35912, 33731, 13198, 8193, 36180, 23537, 41972, 23165, 48745, 17630, 26790"
81219,train,35537
117558,train,"40593, 13176, 23601, 47766, 21903, 29675, 2295, 15503, 14992, 49383, 38400"
30737,train,"40397, 13984, 34126, 21616, 47626, 4605, 24852, 14491, 22210, 11777"
205258,test,"42585, 39046, 38060"
135599,test,"26620, 24838, 28985, 29942, 41329, 46294, 47626, 42153, 40396"
83414,train,"42736, 19446, 3339, 24852, 35503, 18362, 5120, 14553, 8412, 436, 18441"
23982,train,"12341, 3957, 34197"
51277,train,"29165, 34894, 47000, 19488, 40354"
10247,test,4639
89846,test,"24838, 34146, 13757, 42189, 40310, 30850, 1695, 25469, 5785"
41975,train,"23916, 28597, 21614, 8173, 7806, 614"
184001,train,"228, 39947, 45747, 12576, 34668, 7963, 12144, 17149, 2326, 28769, 47766, 6740, 34969"
14778,train,"15462, 19660, 22963, 40363, 47209, 37067, 8518, 47804, 34243, 30489, 32648, 28204, 49383, 8654, 19240, 15996, 9339, 8412, 36735"
71714,train,"13712, 15999, 10957, 34355, 28682, 12070, 11308, 12875, 28911, 32403, 41844, 23296, 30286, 44996, 10781, 13974, 30638, 2113, 24600, 6858, 38341, 32549, 42987, 10795, 48672"
196174,train,"9076, 16797, 39839, 42744, 47714, 27398, 28464, 17115"
40379,train,"41806, 24852, 2103, 14852, 42314, 39680, 17053, 14971, 15995, 11009, 39486, 45696, 2519, 19005"
114623,test,"26604, 40706, 36011, 49235, 36127"
84763,train,"26209, 37107, 22115, 9018, 31040"
136051,train,"44706, 28156, 45541"
170457,test,"703, 7026, 5450, 13870, 18288, 47626, 46979, 9387, 7354"
108207,train,"24852, 17461, 37264, 40054, 46720, 17794, 38051, 48388, 11198, 19678, 11888, 38453, 37933, 38205"
71940,train,"27554, 19660, 33009, 2086, 12545, 22141, 21436, 37357, 14150, 47283, 6651, 39619, 9154, 40723, 43295, 33380, 37019"
46241,test,"12802, 36127, 30776, 1710, 45177, 38456, 32177, 23282, 21267, 20964, 47042"
191996,train,"35939, 46802, 26209, 37065, 11068, 39409, 44142, 26369, 48246, 42611, 13269, 6508, 44786, 29416, 48747, 28990, 31717, 22556, 12499, 48023, 44661, 24964, 47626, 49683, 5933, 48339, 11782, 8193, 44969"
133057,test,"22353, 21137, 37552, 14766, 30635, 34717, 22915"
31293,train,"2732, 45368, 16641, 40408, 33647, 27714, 37250"
69101,test,"24852, 39928, 18296, 22025, 46203, 27933, 9741, 32569, 22699, 10193, 7628, 544, 31573, 35042, 18313, 46720"
115213,test,"32850, 24009, 24721, 31130, 38520, 30753, 9047"
123173,train,"21614, 44728, 26790, 33990, 26282, 5077, 45504, 19348, 47766, 30456, 7559, 46906, 43122, 41665, 651"
142373,train,"44142, 10110, 13984, 29740, 46558, 39475, 26369, 21295, 23165, 32197, 31717, 25659"
125281,train,"45066, 8518, 26369, 18926, 19006, 2846, 43845"
30904,test,"38689, 21405, 25767, 35939, 12258, 46906, 31717, 47626, 26209, 4605, 10749, 21616, 13984, 15937, 15649, 39984, 30720, 39993, 30305, 18159, 10305, 18090, 38996, 39275, 47788, 5578, 9808, 49235, 27086, 42828, 2078, 31215, 29067, 21506, 38838, 31433, 34216, 25340, 29941, 20818"
129040,train,"19076, 44843, 43857, 29078, 43528, 49560, 12672, 39059, 45862, 25154, 6350, 18104, 4673, 5025, 37489, 23753, 24707, 36214, 12218, 4290, 8400, 40309, 2123"
173633,train,"9825, 27845, 29439"
13851,train,"11481, 21903, 6182, 2314, 4799, 3843, 95"
119325,train,"34150, 44240, 12246, 33198, 5785, 34, 26209, 26369, 16797, 19816, 20114, 31717, 47209, 18288, 14766, 8615, 37552, 16290, 37103"
105120,train,"22620, 27845, 49235, 33572, 2450, 46782, 24852, 10895, 27323, 39928, 16797, 11777, 32864, 5994, 34969, 36687, 33881, 18565, 47370, 47804, 31948, 43659, 21903, 43789, 24830, 27925, 24221, 45066, 8174, 25890, 16349, 9839"
38656,test,"33572, 21077, 24852, 1035, 18918, 4656, 5077"
11871,train,"12576, 45747, 14678"
85956,test,"41065, 47734"
130210,test,"35921, 27845, 10132, 42828, 31433, 6187, 24852, 45066, 21137, 22963, 47630"
135553,train,"45123, 19348, 41220, 43961, 31869, 10749, 30391, 11168, 2326, 42701, 23848, 17580, 28597"
137262,train,"25424, 41540, 27012, 46979, 26604"
105343,test,"13176, 11520, 47229, 13629, 35871, 47766, 2825, 27845, 20995, 28199, 467, 14355, 7830, 37359, 46709, 11058, 13496, 26390"
166258,test,"42585, 28204, 41787, 9741"
124969,train,"28204, 37377, 41787, 19086, 24852, 11689, 27196, 35752, 10032, 34024, 33198, 43409, 29553, 33506, 3671, 22762, 47849, 16797, 46284, 32448, 2504, 47626, 17122, 28199, 8424, 39844, 48299, 29142, 33231, 33483, 44233, 43772, 37493, 8193, 16185"
116647,train,"3392, 40377, 8174, 49235, 25824"
118726,train,"24852, 4673, 11452, 45007, 38230, 990, 48026, 43789, 47766"
69712,test,"10199, 40078, 32566, 40198, 15123, 40706, 13176"
135690,train,"47209, 9450, 11777, 13176"
196086,train,"4658, 26909, 49191, 25280, 17530, 47231"
156480,test,"27163, 27323, 37354, 29095, 10151, 16797, 32727"
177739,train,"24852, 30795, 22124, 4799, 8174, 44632, 21709, 14778"
133751,train,"10121, 46820, 13629, 5876, 30489, 38739, 18883, 26165, 19057, 10831, 40377, 1194, 44628, 15872, 46709, 39275, 7963, 31075"
109005,train,"21903, 47626, 17872, 24852, 6287"
201057,train,"5883, 21903, 32655, 45123, 34654, 5646, 4210, 34969, 5876, 20114, 4332, 41716"
151568,train,"30391, 21137, 4920, 24852, 48364"
25823,train,"21616, 48220, 8728, 5479, 13646, 47023, 15984"
56972,train,"2120, 12481, 40396"
101418,train,"31506, 26209"
152215,train,"10957, 21131, 15424, 6550"
109877,test,"27548, 23029, 14947, 13176, 19677, 43713, 16262, 37029, 20738, 128, 21137, 46906, 27156, 14267, 13535, 28054, 23805, 37158, 27171, 45948, 48094, 36070, 39739, 49026, 28967, 36374, 6057, 21543, 37464, 8277"
147637,test,"36956, 43961, 7908, 18721, 23288, 3873, 1194, 21333, 34234, 37262, 27316, 17858, 2164, 2391, 1447, 47457, 33129, 2295, 24184, 4562, 25985, 39046, 25854, 23782, 4137, 15945, 26395"
79038,test,"5479, 22825, 25272, 42736, 32927, 8174, 25340, 278, 16291, 48554"
73637,test,"4138, 5655, 16696, 36316, 2996, 15887, 7009, 15341, 46799"
140747,train,"27325, 11782"
113269,train,"22849, 44359, 41198, 32877, 49683, 3682, 1757, 8339, 26497, 27104, 18531"
183936,train,"1240, 30489, 42265"
95915,train,"45123, 21903, 32655, 8424, 38760, 47209, 16349, 45224, 5251, 2602"
9523,train,"6087, 34234, 20995, 17902"
54293,test,"43192, 8174, 29287, 8518, 40604, 36772, 31869, 8424, 13212"
198346,train,"24852, 3957, 48784, 48523, 43352, 28431, 45955, 31163, 12250, 40199, 2611, 19240, 41665, 42404"
38182,test,"34824, 19670, 48857"
133083,test,"18599, 48395, 4738, 27551, 23334, 17154, 35336, 5445, 44275, 24852, 29118, 25072, 15386, 27695, 8436, 14992, 42356, 37646, 48720, 47144, 18288, 45461, 48953, 27104, 8424, 30949, 10761, 16325, 4163"
111621,train,"14379, 18789, 15925, 29487"
54667,train,25890
105253,test,"24024, 6748, 34969, 30463, 32029, 1090, 21108, 5919, 46699"
145784,train,"21137, 5876, 31717, 2707, 20711, 42441, 19445, 34358, 34969, 44142, 24184, 12341, 43352, 37646, 27966, 39275, 22993, 32864, 24535"
114566,train,"26184, 42664, 46773, 28851, 9533, 47672, 13176, 36360, 5450, 35495, 8920"
110722,train,"30135, 49416, 11520, 19019, 3918, 3861, 49131, 24053, 1831, 3389, 11460, 7693, 44227, 13390, 49319"
16887,train,"42445, 25256, 42701, 36606, 5479, 24964, 6297, 44422, 12211, 15280, 30709, 5769, 10385, 33810, 35951, 35050, 21527, 12060, 34126"
28999,train,"19816, 30290, 14702, 8087, 16349, 39732, 17794, 43961, 9689, 36695, 27521, 1463"
94133,train,"44560, 5547, 17573, 4627, 25985, 41844, 31268, 19915, 25253, 47209, 28199, 13176, 13870, 26348, 29085"
101217,test,"19470, 35286, 43986, 10771"
168426,train,"13608, 47702, 47759, 39275, 13187, 24852, 43352, 17303, 47229, 14668, 33373, 27360"
172480,train,"8153, 40545, 11563, 19003, 39844, 33129, 5295, 26089, 782, 44142, 432, 25443, 13249, 33948, 43254, 15363, 41478, 31663, 653, 35953, 21262"
112755,test,"24852, 47209, 44910, 28204, 19816, 7559, 2537, 24160, 5031, 17902, 39825, 27958, 31481, 12745, 21137"
145206,train,"6104, 29370, 31513, 7948"
84590,train,"45066, 42265, 47766, 24852, 18027, 21903, 24489, 39275, 30855, 41665, 9839, 18200, 8022, 10132, 26800, 27966, 13838, 40396, 22888, 39430"
145760,train,"24852, 4962, 37718, 7781, 26790, 45, 1443, 43352, 4605, 42701, 39275, 20602, 19145, 37866, 28289, 12125, 43789, 27156, 21616, 45630, 41950, 21903, 41593, 41953, 1076, 24964"
135287,test,"7538, 12406, 1437, 41557, 45478, 44522, 19766, 25584, 23644, 8920, 45961, 13129"
32333,train,"30720, 38773, 14955, 26165, 2966, 28985, 21560, 27521, 10246, 47734, 36695, 21183, 43772, 6462, 17794, 39428, 32177, 27966, 8277, 47626"
10548,test,"48099, 20084, 21910, 48287, 27966, 26209, 41665, 141, 17985, 47209, 8358, 21936, 48491, 21616, 26717, 42265, 11819, 11576, 35628, 47626, 31242, 8053, 21903, 39968, 46667, 24964, 43789, 13984, 3464, 8424"
35954,train,"36736, 26054, 23988, 5488, 13770, 6412, 26604, 21137, 15200, 27104"
84672,train,"17044, 20788, 40268, 248, 24236, 37656"
118328,test,"24964, 5994, 47209, 17461, 12456, 24830, 30391, 10749, 41950, 35135, 42701, 41665, 13829, 13719, 7539, 5212, 17807, 27392, 44560, 28066, 43961, 33125"
27384,train,"23388, 10070, 47865"
149148,train,"32655, 3957, 47209, 31717, 11461, 36082"
97602,train,"25124, 15820, 10912, 32734, 10613, 28204, 24852, 48907, 26422, 29487, 46703, 35199, 45190, 13733"
203296,train,"34969, 13176, 26317, 5479"
71920,test,"13176, 30489, 39275, 40377"
204271,train,"39411, 31215, 46524, 20345, 46654, 13535, 13176, 8174, 21938, 33120, 21903"
58453,train,"42736, 10854, 31464, 23405, 5621, 20126, 25256, 46473, 27243, 43712, 37033, 41570, 32723, 44987"
194489,test,"37766, 32407, 35951"
123837,test,"24852, 8309, 24024, 28204, 36865, 43662, 44422"
114716,train,"26209, 31717, 36869, 24852, 9755, 26030, 34969, 47626, 29127, 49683, 41920, 5991, 16328, 45, 15070, 11308, 27336, 21925, 37141, 19575, 38185, 45771"
91682,train,"31154, 41539, 43892, 41131, 46088, 41434"
166643,test,"24852, 27845, 11576, 22035, 30795, 41290, 22963, 35127, 5450, 49683, 13535"
48364,train,"7505, 42701, 45840, 21137, 9065, 23020"
111828,train,"5707, 21150, 26706, 38033"
146856,train,"22672, 13496, 11152, 36144, 25464"
160127,test,"22594, 34622, 27086, 38490, 24179"
40152,test,"23763, 31112, 47248, 28835, 25443, 26224, 43352, 4895, 42731, 43565, 9076, 34974, 22142, 15860, 4591, 12444, 40376, 43715, 2736"
197988,train,"25146, 17872, 24852, 27576, 22559, 31564"
47817,test,"11365, 35561, 43637, 16281, 20776, 40969, 30588, 19508, 21195, 9601"
100091,train,22947
141599,test,"1062, 33589, 22656, 429, 35042, 22935, 7999, 40136, 43772, 27323, 24643, 36086, 17251, 34358, 5460, 41803, 20738, 27801, 34969, 2708"
189688,test,"47601, 27344, 31506, 25949, 48775, 44987, 40233, 20608, 117, 42585, 28289, 44422, 27355, 21800, 34358, 37646, 13802, 30450, 33232, 6631, 25931, 15290, 9825, 17579, 9598, 20899, 35530, 47209"
77925,train,"30949, 4962, 24852, 1511, 19354"
64744,test,"22395, 40586, 43742"
150428,train,"22069, 5068, 34127, 27966, 14536, 36201, 2539, 16446, 44439, 22963, 32519"
7336,train,"38241, 33548, 17807, 1503, 15130, 19894, 44632, 37646, 9076, 46245, 4920, 22825"
196031,test,"34584, 39121, 19660, 32407, 33120, 11390, 44422, 18880, 47209, 40377, 22935, 2832, 17794, 24964, 33746, 35951, 5876"
80012,test,"9515, 24852, 21709, 22825, 14780, 27086, 5491, 2452, 41220, 47766, 21616, 27156, 3376, 42265, 16797, 39475, 31717, 41135, 40723"
15897,test,"39947, 31964, 18362, 38427, 32460, 7346, 44"
143616,train,"14233, 24852, 47766, 39475, 40571, 33787, 22935, 37276, 40709, 43394, 11182, 21334, 25890, 8854, 46720, 33731, 21137, 39275, 38159, 19057, 43961, 30391"
98148,test,"6193, 18176, 19046, 31737, 22825, 13740, 19691, 44204, 27104, 37792, 33513, 34243, 39561, 25762, 677, 9741, 46226, 5212, 33209, 18670, 7781, 26604, 25208, 37646, 47209"
9209,train,"41177, 19613, 41220, 3020, 34134, 33668, 24852"
128987,train,"16528, 41757, 26165, 8174, 47788, 10208, 3957, 13176, 5015, 16759"
118087,train,"6873, 39001, 13176, 28415, 26369, 3550, 27156, 31717, 19693, 14462, 48679"
190461,train,"6104, 37067, 41787, 28985, 47626, 14874, 27521, 42265, 14992, 45066, 19906, 10385, 44683, 27845, 38164, 33731, 5746, 12442, 40593, 13198, 47209, 48679"
149105,train,"40174, 41950, 5212, 24852, 11068, 31717, 21137, 47766, 46654, 21392"
109166,test,"22509, 35530, 17191, 13019"
119507,train,"17122, 24852, 20327, 20995, 47616, 19173, 23794, 5212, 4920, 26790, 49075, 39121, 42701"
41445,train,"9020, 48174, 17862, 9547, 33012, 41565, 33113, 11679, 47058, 19535, 30645, 42302, 37167"
202750,test,"26384, 46979, 1408, 24204, 37067, 30060, 47780, 36070, 26419, 22825, 26209, 19906, 47626, 45116, 25356, 2078"
172433,train,"43154, 26104, 4149"
191948,train,"32784, 4972, 2014, 26257, 8670, 33129, 39922, 15929, 5068, 42777, 34360, 42577, 27435, 11777, 26604"
199006,test,"30882, 24326, 45998, 5189"
170847,train,"47877, 18150, 29315, 22559, 7980, 15945, 23339, 27864, 24852, 37734, 44325, 36103, 36822, 20491"
21932,train,"4796, 13093, 47412, 47630, 47626, 37400, 14858, 42768, 8277, 29801, 9286"
115053,test,"2081, 45208, 432, 8859, 10574, 14881, 26177, 8467, 7175"
194163,test,"10117, 46822, 13245, 8859, 33198"
97676,test,"49111, 8174, 37646, 19057, 11143, 43858, 19421"
189907,test,"19348, 34755, 48394, 46347, 10335, 954, 12916, 7969, 47626, 24320, 46341, 44500, 21530, 24401, 17119, 31437, 10867, 15057, 25806, 46510, 4553, 41715, 10473"
165462,train,"30776, 49112, 33845, 7781, 5077, 42551, 25753, 6287, 46470, 27344, 24561, 12572, 39619, 38772, 42309, 30450, 2547, 39561"
189683,train,"35939, 920, 6111"
163205,train,"34128, 13380, 31040"
100638,train,"36011, 24838, 20309, 28946, 26790"
194404,test,"12206, 45177, 18811, 28553, 11440, 24852, 10305, 38453, 34216"
131318,train,"43129, 42929, 5876, 45007, 10644, 7746, 37119, 32465, 33731, 19478, 8518, 21938, 21709, 44632, 42768, 46138, 11494, 36029, 40002, 29487, 33120, 311, 47766, 5646, 5077, 18465"
27067,train,"40742, 3798, 30558"
96485,train,"19894, 32706, 46064, 30353"
21653,test,"26314, 40486, 14612, 9387, 44439, 327, 35914, 14862, 17224, 35762, 16168, 35841, 6213, 6174, 48205, 15860, 18327, 20380, 21162, 39982, 48287"
145513,train,"39216, 28476, 47759, 24852, 9839, 21903, 10749, 10106, 38689, 27966, 22825, 2611, 26315"
105871,test,"5077, 13147, 38890, 10699, 24799, 13409, 4605, 32360, 13431, 35898, 9825, 28849, 26209, 21938, 19348, 47766, 8518, 28985, 43961, 25314, 39619, 14095, 4487, 46802, 5491, 43875, 49044, 31504, 30192, 48595"
164027,train,"33120, 40397, 5876, 35939, 46069, 33055, 27683, 3952, 28289, 27966, 47042, 47209, 35951"
74188,train,"7677, 7274, 6448, 10957, 26634"
201141,train,"39303, 43631, 28191, 10673, 25115, 27086, 42333, 28204, 32829, 46522, 47058, 26410, 5201, 24382, 1522, 29003, 48205, 39844, 20868"
49807,train,"28465, 36865, 2361, 31893"
89323,test,"13176, 8277, 20899, 36865, 28465, 13263, 4793, 39180, 27845, 22825, 38544, 42828, 20247, 5575, 38573, 35221, 26620, 21709, 44098, 44116, 36085, 16185, 47526"
134651,test,"13176, 27966, 1463, 38657, 19057, 22825, 22935, 25206, 15290, 21938"
616,train,"11520, 47766, 49235, 24852, 21137, 9550, 43210, 34091, 17484, 25072, 22888, 5618"
59952,test,"40691, 39180, 34199, 27104, 40235, 43005, 2820"
13362,test,"34969, 21903, 14992, 17425, 8817"
11564,train,"26209, 13176, 35948, 13895, 14348, 10702, 7419, 20010, 48969, 41354, 12916"
79716,train,"8859, 12312, 28427, 27246, 13129, 3732, 23085"
165686,test,"43392, 43643, 48486, 18027, 42342, 33279, 35166"
153735,test,"43136, 37307, 46676, 16185, 3447, 38383, 20119, 49175, 4163, 40078"
88516,train,"8670, 16349, 1215, 42208, 35939, 4091, 4562, 40706, 48364, 9839, 32033, 19893, 39190, 26701, 46584, 32864, 39475, 49174, 38281, 15899, 24810, 45608, 16630, 20255, 11182, 37067, 7559, 48626"
143506,train,"42495, 30391, 26242, 24964, 15462, 19678, 35233, 123"
30760,test,"13339, 5944, 26706, 38118, 6748, 28071, 13712, 1057, 27509, 47087, 22367, 10, 5165, 47260, 21804, 41544, 13646, 28986, 22241, 15899, 11000, 21207, 6332, 1559, 37825, 33463, 46676, 22124, 24857, 21387, 486, 30489, 23304, 18641"
139454,test,"34112, 34063, 35507, 49235, 27086, 41276"
96253,test,"21903, 27744, 19446, 31350, 25948, 47823, 42557, 37220, 21267, 32523, 2295, 7628"
77053,train,"27778, 2750, 11786, 41621, 11576, 14540"
34444,train,"6631, 49112, 27845, 26346, 34537, 7676, 42360, 47888, 3020, 41277, 3562, 43867, 30696"
6736,train,"27521, 16528, 42265, 47766, 13176, 48679, 47626, 45066, 3390, 21938, 8859, 17948, 38164, 34243"
20746,test,"26283, 17592, 42495, 24518, 20157, 37250, 47209, 29694, 48679, 27573"
116621,train,"16525, 20520, 22935, 26675, 5878, 47547, 14429, 5652, 47734, 15409, 35960, 41570, 44912"
155908,test,"10867, 35752, 30183, 24852, 27966, 8424, 14366, 3539, 34969, 24184, 25931, 15643, 46802, 18926, 32971, 47185, 20721, 3522, 43123, 10819, 42423, 35855, 8174"
194995,test,"38689, 30024, 33135, 30391, 47626, 24852, 21137, 9839, 35306, 13802, 24964, 28985, 16552, 45007, 12206, 44133, 16616, 46049, 7948"
104434,train,"19660, 17461, 37067, 22312"
161556,train,"24852, 4957, 36923, 47766, 30489, 26790, 18352, 8128, 7088, 5212"
67848,test,"4210, 3880, 32700, 13701, 47993, 29487, 28993, 48205"
44569,test,"1463, 5785, 46681, 19320, 44632, 33540, 16552, 21724, 21413, 27299, 25188, 27142, 327, 42768"
1875,test,"10255, 32939, 3868, 34487, 16797, 24852, 19220, 32689, 25830, 8859, 31954, 1365, 663, 4347, 5077, 13768, 29147, 48093, 34768, 397, 36086, 29382, 16379, 46473, 3242, 22890, 14441, 36392, 12947, 20378, 19218, 34582, 44817, 36618"
52336,train,"21240, 46052, 20945, 15221, 3732, 17058, 33168, 35045, 41290, 35440, 14147, 30696, 27932, 24425, 39921, 49513, 11408, 4635, 29471, 48440, 48064, 743, 25830, 47714, 39247, 33882, 38763, 1241, 34287, 31349, 28692, 3358, 5098, 49480, 12413, 7135, 18019, 44177, 24703, 16816, 25952, 196"
193460,train,"49235, 23288, 29405, 22151, 45254, 17758, 29311, 49236, 16824, 4031, 33559, 25898, 20991, 16996, 28123, 11698, 34927, 22395, 7021, 40009"
136138,train,"1033, 21298, 32691, 480, 36552, 18019, 3381, 45633, 32566, 18987, 46842, 36086"
183523,train,"24041, 30958, 23450, 17505, 8073, 27794, 7860, 46960, 32413, 30006, 23037, 30162, 28958, 12276, 25230, 37766"
163861,train,"31506, 19046, 63, 40449, 45154, 11782, 25340, 46720"
149140,train,"23645, 43221, 33787, 14715, 34128, 14800, 21372, 9067, 41338, 48556, 44234, 32211, 27964, 10106, 10599"
199755,test,"12099, 19678, 27966, 39747, 29820, 15487, 18838, 7175, 43961, 30884, 691, 21137, 5785, 14573, 46485, 37656"
111598,train,"5251, 22281, 8728, 32525"
35757,train,"47766, 34243, 24035, 48900, 34137, 42736"
196085,test,"36274, 26394, 38818, 16234, 9292, 34234, 20754, 42868, 37552, 24760, 33206, 25588"
131914,test,"27737, 27344, 27730, 39993, 42615, 14218, 5699, 35469, 42356, 42585, 30676, 42824, 21417, 18599, 31433, 21125, 24852, 47766"
26769,train,"12341, 38928, 39657, 12899, 5971, 6871, 9434, 34466, 20776, 35951, 43371, 10326"
105706,train,"31656, 18721, 42231, 23763, 44234, 8072, 42731, 35921, 27845, 34507, 32574, 31778, 36393, 24852, 40009, 28204, 32271"
204375,train,"30958, 11481, 10132, 28289, 20379, 20082, 38293, 41757, 31717, 23645, 36522, 38533, 33352, 9881, 29036, 5575, 44661, 18362"
134756,train,"17341, 1511, 24852, 26346, 26384, 27801, 2481, 19389, 30535, 24336, 46941, 40490, 11075"
143904,test,"24852, 43772, 16797, 17122, 43409, 10897, 13255, 26395, 14277, 23032, 40174, 29088, 27104, 10673"
32110,test,"16714, 18358, 11492, 14146, 6825, 2391, 32645, 49325, 49082, 4422, 19039, 41844, 7988, 27337, 4118, 47331, 28749"
30757,train,"43352, 21288, 8596"
176855,train,"19366, 22089, 8518, 12779, 34034, 24964, 37158, 18370"
74742,train,"8424, 33884, 27845, 11068, 21497, 18382, 35108, 39619, 32734, 17600, 16797, 43961, 40878, 24964, 37524, 41844, 21513"
116730,train,"43209, 48153, 45646, 25397, 12276, 41844, 40914, 39142"
202195,test,"36216, 19057, 19503, 38778, 24538, 7338, 10132, 29307, 20345, 42513, 38430, 18627, 48491, 37719, 44422, 9390, 24489, 17948, 17840, 40790, 21291"
188757,test,"27845, 24852, 45066, 20169, 35951, 11520, 22935, 16593, 33731, 39877, 30489, 26604, 16254, 9839, 21137, 7562, 40545, 44632, 22556, 48857, 27521, 48110, 47626, 17256, 35249, 1819, 14947, 22035"
79717,train,"35902, 165, 20583, 25647, 47156"
50438,test,"2772, 2064, 15472, 33041, 15100, 18805, 41674, 25154, 24425, 18104"
200665,test,"30666, 35199, 45840, 28103, 4920, 28204, 23313, 32538"
117426,train,"48682, 47766, 13176"
19934,test,"28572, 24759"
115761,test,"38371, 17758, 22965, 13263, 47866, 22915, 19182, 12053, 23630, 47990, 41836, 36398"
49086,test,"19389, 32030, 43329, 9623, 49239, 14233, 24759, 38817, 20114, 27841, 6414, 12070, 34126, 39162, 21278, 8929"
146970,train,"26364, 21903, 49683, 27104, 4920, 21616, 38293, 30489, 31932, 24852, 46654, 27845, 25890, 43643"
45550,test,"38656, 23645, 44622, 46906, 28021, 22474"
101666,train,19660
168918,train,"26283, 44661, 2635, 11140, 3724, 8193, 35725, 38720, 23177, 25753, 35871, 35248, 13431, 4799, 5383, 29487, 21903"
181648,train,"16349, 5025, 26096, 34590, 20734, 39871, 38896, 27104, 21903, 24184, 12779, 44570, 48023, 18542, 24035, 41110, 8193"
25493,train,"5479, 43352, 38453, 2086, 47616, 5612"
45817,test,"21019, 19382, 47965, 44233, 7751, 2238, 29270, 24363, 25890, 23541, 3957, 47766, 38028, 8087"
29519,train,"13176, 21267, 13198, 33731, 36070, 39928, 11090, 5451, 8277, 21278, 38647, 45007, 21137, 38419, 19048, 6598, 47209, 13535, 27104, 15872, 30489, 9284, 46969"
79869,train,"16254, 9436, 26209"
53561,train,"46088, 44042, 39685, 2120, 26566, 14399, 26209, 47890, 31355, 14998, 12872"
172661,test,"17948, 22825, 13176, 48395, 27156, 24009, 40397, 29898, 21376, 41165, 21137, 40723"
150854,test,"17985, 24852, 28058, 44765, 12392, 46820, 22935, 15613, 9955, 20255, 28156, 6543, 31717"
97258,train,"39408, 24852, 11090, 5450, 48135, 40706, 14084"
183351,test,"22754, 13176, 35762, 8638, 2180, 43568, 21793, 45389, 14280, 33664, 2229, 26505, 26250, 32784, 7736, 23313, 945, 11081, 39982, 10912, 26709, 33493"
49576,train,"24852, 47766, 27845, 24235, 27086, 28597, 8087, 1999, 21405, 19508, 31717, 1039, 26209, 47626, 21903"
132305,train,"13176, 24535, 49235, 19057, 8012, 8381, 42450, 12614, 27966, 49111, 46979, 38374, 17316, 27735, 30489, 41588, 33468, 5933, 45681, 19101, 26369, 35871, 24830, 38383, 13350, 15649, 47766, 21137, 14161, 48595, 15392, 23537, 9871, 31354, 21125, 26475"
61958,train,"47766, 12872, 44514, 17794, 44717, 22186, 342, 4605, 210, 34358, 42032, 44142, 27104, 26209, 26113, 7736, 47626, 47866, 37011, 12384, 5825, 31173, 11520, 3808, 40723, 32177, 30720"
13596,train,"35769, 23407, 21903, 29987, 18027, 42768, 9839, 13280, 21616, 47626, 30489"
108824,test,"35951, 35140, 20247, 43768, 10749, 5818, 47626, 34126, 28842, 16759"
35990,train,"44819, 34487"
108760,train,"1831, 1525, 246"
98703,train,"14711, 9076, 6647, 24852, 43858, 47626, 45066, 9387, 4086, 1158, 42265, 7035"
23601,train,"28427, 2876, 16185, 13176, 12817, 4595, 6184, 7781, 39408, 9076, 34453, 7644, 47305, 21246, 34358, 46720, 44439, 41665, 27323, 47209, 21144, 5547, 33000"
117874,train,"27243, 13176, 3988, 27845, 49175, 16797, 18610, 28934, 436, 48595, 42342, 6187"
204516,train,"9839, 12341"
69399,train,"40162, 23537, 29855, 22125, 47766, 33452, 42731, 22144, 46881, 29359"
15896,test,"12597, 21955, 5876, 21137, 36717, 15290, 38383, 2295, 24184, 14678, 28204, 48679, 8277, 19057, 38777, 46505, 24830, 8910, 41774, 5086"
